text_id,text,task_1,task_2,task_3
hasoc_en_416,"@BorisJohnson is not a harmless buffoon. he is a cold, calculating, vile man who uses his persona to get away with  his racism, homophobia and elitism. Oh and he’s soon to be our new prime minster, help us all  #BorisJohnsonShouldNotBePM #borisjohnson     https://t.co/ZfozJi2t8d",HOF,HATE,TIN
hasoc_en_4839,"Do NOT question our humanity.I dare you @abpanandatv @Zee24Ghanta to broadcast this,though,of course,you won't. They are Indradeep, Amresh&amp;Chinmay of final year(4th year).  #Savethedoctors #SaveTheSaviours #DoctorsFightBack @republic",HOF,HATE,TIN
hasoc_en_273,Candle march by doctors of BHU to support the cause of NRSMC.Sir subderlal opd and elective ot also obesreved strike today on national protest day.#DoctorsFightBack #savethedoctors https://t.co/kjWPJT43lB,NOT,NONE,NONE
hasoc_en_2918,"Dear PM,\n\nWe voted you for development of poor people but you all are spending too much on Yoga but not in water, education and fever that is in Bihar right now.Dear PM,We voted you for development of poor people but you all are spending too much on Yoga but not in water, education and fever that is in Bihar right now.",HOF,HATE,TIN
hasoc_en_1707,Here is Yoga for Women... Read more...  Remain Young and Fit with Yoga and know more benefits.    #WorldBloodDonorDay #ShameOnICC #SaveBengal #FridayFeeling  #SCOSummit2019 #MenInBlackReview #TheUnmissableMeeting  #doctorsstrike #ENGvWI https://t.co/xdvyFE5fYj,NOT,NONE,NONE
hasoc_en_2940,@ICC @SushantBSinha @imVkohli @icc and you also only saw Dhoni’s gloves and not his respect for the game. Shame on you #DhoniKeepsTheGlove,HOF,HATE,TIN
hasoc_en_4887,"Well it's trending and I didn't want to miss out, shame on you Icc for worst venue. #INDvNZ #BCCI #ShameOnICC #ICCCricketWorldCup2019 #CWC19 #ENGvWI @ECB_cricket",HOF,HATE,TIN
hasoc_en_635,"1 notification from MHA and Mamata Banerjee becomes a kind lady, agrees to accept doctor's demands  ",NOT,NONE,NONE
hasoc_en_4648,"Trump’s legally problematic claim that he’d accept “oppo research” from foreign governments, explained #Resist #ResistTrump #FuckTrump https://t.co/j70mrLFtb0",HOF,PRFN,TIN
hasoc_en1_1945,"Ramalingam was murdered brutally by Muzlim men, day after his video of confronting Izlamic preachers went viral. His hands were chopped off and he was tortured before he was murdered. How many prime time debates did you see on this lynching? How many people in power did it pain?",HOF,HATE,TIN
hasoc_en_451,"I am not saying your idea is not logical, but from experience, Arlene is not logical, nor is the DUP, if they think you are diluting   the union, it is curtains.",NOT,NONE,NONE
hasoc_en_107,"Mitch McConnell, Too, Welcomes Russian Interference #Resist #ResistTrump #FuckTrump https://t.co/lrfPdmtEyk",NOT,NONE,NONE
hasoc_en_1345,"#ShameOnICC You Buffon @ICC, the next time you organize the Cricket World Cup in UK, Conduct it ONLY in Thames River, By then, the would have practiced playing cricket in Rivers .. It will not have a dependency on Weather.",NOT,NONE,NONE
hasoc_en1_2421,•In 1912 it was decided in New Zealand that a marriage could be dissolved if a man was adjudged to be insane for a period of at least seven years. #TripleTalaqTruth,NOT,NONE,NONE
hasoc_en_3880,How @realDonaldTrump supporters are made. #TrumpTantrum #TrumpLiesMatter #TrumpIsACriminal #TrumpIsATraitor https://t.co/qicy0JJnMJ,HOF,OFFN,TIN
hasoc_en1_3143,"Just curious and outraged that you are a Bengali.   Im overwhelmed by you BENGALIS.  Coz, you ppl never cease talking and writing(blabbering). even if you're being screwed-up in arse by your long lost Bangladesi Mulla COUSINS.   भोसड़ीके भद्रलोक चूत्यों बंगालियों।   You're the worst",HOF,PRFN,TIN
hasoc_en_4358,#WorldElderAbuseAwarenessDay  Monday tens of thousands  IMA members will abuse Elders and let many of them to die without medicine just to ensure more votes in Bengal for their party!   #inhumanityByDoctors #DoctorsFightBack #DoctorsUnderOppression #DoctorsProtest   #MetroMan ?!,HOF,OFFN,TIN
hasoc_en_2413,"It\'s ok to have different beliefs, if those beliefs don\'t endanger others or infringe upon their human rights.\n\nAdvocating changes in law to allow parents to Doctor Shop in order to avoid vaccines is ignorant and dangerous.\n\nAgain, fuck Jessica Biel. ",HOF,PRFN,TIN
hasoc_en_953,Happy #JohnMcCainDay to all true patriots who celebrate. #TrumpIsATraitor,NOT,NONE,NONE
hasoc_en_5455,Govt school adopted by IMA appointed unqualified teachers based on their     #IMAFraud #PonziScheme     investments https://t.co/rqt6X1YdBQ,HOF,HATE,TIN
hasoc_en_448,"May Allaha tala allows ur daughter to do 11 time halala through different maulvis.  At that time when your own daughter is crying for insaf & wants aazadi from multiple sex...then you will going to understand the pain of talaq peedit Muslim women  Being an ex-muslim, may it happens",HOF,OFFN,UNT
hasoc_en_4039,@TheRealOJ32 Getting even with who???  Encore going to be getting even by killing your kids too??  #douchebag,HOF,OFFN,TIN
hasoc_en_1505,"Dear ICC, please don't forget that BCCI is your father.....    So,mind on your business....    Do better umpiring....    #DhoniKeepsTheGlove https://t.co/t1vd3yWDbM",HOF,HATE,TIN
hasoc_en_5130,"Why TMC people flocking to BJP, because she was partner in BJP govt, she rose in Bengal on BJP forces, why for 'new' ego all three Modi-Mamata-Shah burning Bengal? They should stop public posturing, and show their true one-ness! #DoctorsFightBack #Savethedoctors manish sisodia",NOT,NONE,NONE
hasoc_en1_4737,Commemorating the great warrior queen Laxmibai of Jhansi on her death anniversary. One of the bravest women the world has seen!   #RaniLaxmibai #JhansiKiRani #लक्ष्मीबाई ,NOT,NONE,NONE
hasoc_en_812,"#Facists natalie. Refer to @gop as  #Fascists    The Fascists’ planks:  • pro russia  • pro racism, sexism  • anti immigration  • anti Muslim, Jew, Catholic  • pro pedophilia  • pro sex trafficking   • pro pollution  • anti Free & Open Voting  • anti Protecting Voting  • anti #LGBT",HOF,HATE,TIN
hasoc_en_5454,#ShameOnICC: Cricket fans express frustration as record number of #WorldCup2019 games get abandoned due to #raincife     #CWC19 #RainStopsMatch #ICCCricketWorldCup2019     https://t.co/lOmQEeAbNa https://t.co/968zggMe6j,HOF,HATE,TIN
hasoc_en_2120,@realDonaldTrump Happy #JohnMcCainDay! #TrumpForPrison  #TrumpIsATraitor #TrumpIsNotAboveTheLaw #TrumpCrimeFamily,NOT,NONE,NONE
hasoc_en_1122,"From a known liar and #FakeNewsCNN contributor. Great work Slimewell, great work! #DoucheBag #EnemyOfThePeople https://t.co/3poAWACg4n",HOF,OFFN,TIN
hasoc_en_3783,MY THOUGHTS ON #BORISJOHNSON #BorisJohnsonShouldNotBePM https://t.co/5AIpBOYyYY,NOT,NONE,NONE
hasoc_en_5417,No law at all in #TheUnitedStatesOfDeadwood #Fucktrump #FiringSquad,HOF,PRFN,TIN
hasoc_en_3347,@ANINewsUP @zoo_bear Stone to death.    #Rapist,NOT,NONE,NONE
hasoc_en_1025,"@Newsweek Uh.  No.  #FuckTrump  He thought he'd make it big, he had no intention of losing any money and if he has, it was because he exposed himself as the conman most of us knew he is. These two assholes are either conned or are conmen themselves.",HOF,PRFN,TIN
hasoc_en1_336,I am Thankful To Mr @danish786aimim1 and @ShaukatAli_77 Sahab for creating #Member_OF_IT_CELL_AIMIM    BAHRAICH,NOT,NONE,NONE
hasoc_en_2400,"An Indian Lieutenant Colonel showing support to Indian Army is never the wrong thing, and i believe good things should always be continued. #DhoniKeepsTheGlove",NOT,NONE,NONE
hasoc_en_2589,@camgrad2017 @CNNPolitics #Douchebag Pretty much sums up your party’s broken ideology. https://t.co/usGFYvnlT6,NOT,NONE,NONE
hasoc_en_2437,#GandiNaaliAbuse Crazy politics of Cong has vanished its element of cultural ethics .,NOT,NONE,NONE
hasoc_en_2358,Junior doctors refuse to meet Chief Minister #MamataBanerjee at her office in Nabanno and have instead asked her to meet them at NRS Medical College and Hospital as they feel insecure and apprehensive about meeting her behind closed doors #DoctorsFightBack  https://t.co/vITYxnDNbl,NOT,NONE,NONE
hasoc_en_417,Trump's birthday today. Called Mar-a-Lago 1-561-832-2600 &amp; the Vancouver one 604-979-8888 to shout #FUCKTRUMP. Feel better already. Join me. https://t.co/XxPNI5w0ec,NOT,NONE,NONE
hasoc_en_4943,"Seriously, how the F**K did this happen?!?    #TrumpIsATraitor #TrumpIsAFraud #TrumpIsAMoron #TrumpIsADisgrace   #TrumpLiesEveryTimeHeSpeaks #TrumpMustGo #TheResistance https://t.co/kHV8bN7EcZ",HOF,PRFN,TIN
hasoc_en_50,"Just another nice, slice of denial cake to have to taste? Dr. Qanta Ahmed: Rep. Omar is a disgrace to Islam https://youtu.be/4o-RL7yqV6Y  via @YouTube",HOF,HATE,TIN
hasoc_en_2346,"Dear @ICC,   Instead of focussing on @msdhoni gloves better focus on improving the quality of umpires.  4 decisions overturned so far in today's game + a huge No Ball miss that costed Chris Gayle's wicket. #DhoniKeepsTheGlove",NOT,NONE,NONE
hasoc_en_3828,"#DonTheCon to @GStephanopoulos: : 'I don't think in my whole life I've ever called the @FBI.'    Well, DUH!!    Show me a #MobBoss who has. 🙄    #DonTheDon #TrumpCrimeFamily #TrumpIsACriminal #TrumpIsATraitor #TrumpIsADisgrace",NOT,NONE,NONE
hasoc_en_565,"OJ’s new Twitter account, he’ll be typing with the tip of a knife #murderer",NOT,NONE,NONE
hasoc_en_479,"@TheRealOJ32 After this response, I'll tell you, I make it a habit of BLOCKING cold-blooded murderers.    #RIPNicole  #RotInHell  #murderer",NOT,NONE,NONE
hasoc_en_5072,@thehill The Acting Defense Secretary acting like he knows what he's talking about. #TrumpIsATraitor #TrumpLiesEveryTimeHeSpeaks #trumpswamp #WagTheDog,HOF,HATE,TIN
hasoc_en_5106,"@BeckyRowell2 @PARISDENNARD @realDonaldTrump It wasn’t fake, according to the Mueller report the Russians absolutely interfered with our election and #TrumpIsATraitor even admitted a couple days ago he would take damaging intel from a foreign power if approached",NOT,NONE,NONE
hasoc_en_1204,Man of the match RAIN  Man of the series RAIN  winner of world cup 2019 RAIN  The trophy of WORLD CUP 2019 thrown in sea.  #ShameOnICC,NOT,NONE,NONE
hasoc_en_1225,How a California Community Helped Hundreds of Migrants the Border Patrol Dropped at a Greyhound Station #Resist #ResistTrump #FuckTrump https://t.co/ae9VXxAk06,NOT,NONE,NONE
hasoc_en_143,"Oh Emma , Its not a competition also you already lost #FuckTrump https://t.co/D2EInMUiws",NOT,NONE,NONE
hasoc_en_2211,@Annette_Meisner He need to help you Cause yo face falling.... #FuckTrump,NOT,NONE,NONE
hasoc_en_820,Mamata Banerjee must order the arrest of 200 Muslim men who barged into the hospital and almost killed the resident medical intern(s) and apologise to the protesting doctors for her insensitivity... ,NOT,NONE,NONE
hasoc_en_503," @BorisJohnson at the National Policing Board says his pledge to recruit 20,000 police officers over the next three years is an “absolute priority” and says he “backs our police all the way” and will “give them the resources and the confidence they need to get the job done”.",NOT,NONE,NONE
hasoc_en_2345,History will remember this as not only doctors but the common citizens' first movement against the autocratic dictatorship of Mamata-Bin-Tughlaq!!  All this without any political support!!    #SaveTheDoctors   #SaveBengal   #DoctorsFightBack https://t.co/i0bCvwU6XG,NOT,NONE,NONE
hasoc_en_2252,Martin Rowson on Tory MPs voting for a new leader #BorisJohnson #MichaelGove #BorisJohnsonShouldNotBePM #Boris4PM #cartoon #ToryLeadership #MichaelGove #DominicRaab #JeremyHunt #SajidJavid #RoryStewart #BoJo - political cartoon gallery in London https://t.co/dePcTdnXF6 https://t.co/mVjGdsTDxf,NOT,NONE,NONE
hasoc_en_2510,@UKMoments @BorisJohnson Boris can’t even debate with 5  Conservative colleagues how will he cope against 27 EU Delegates. #BorisJohnsonShouldNotBePM,NOT,NONE,NONE
hasoc_en_4609,@labourpress Great parliamentary quotes of our times. #BorisJohnsonShouldNotBePM https://t.co/Dj0gj6FPE4,HOF,HATE,TIN
hasoc_en_606,The notion that doctors are equivalent to God had hurt us(#Doctors) the most till now.people and media should avoid such notion #standwithNRS #DoctorsFightBack #DoctorsUnderOppression,NOT,NONE,NONE
hasoc_en_2005,"How intelligent r Indians, they don't care missing army aircraft. But discussing and struggling for Dhoni's gloves. #DhoniKeepsTheGlove",NOT,NONE,NONE
hasoc_en_1195,"I still can't believe that #MURDERER #OJ_Simpson got away with it... There is no justice in this world. Hay juice, do the world a favor and crawl into a wood chipper...💩💩💩💩 https://t.co/X5Ydi9KIsp",NOT,NONE,NONE
hasoc_en_3092,Here are the rules If #DhoniKeepsTheGlove:    1 Game: He looses 25% of his match fee  2 Games: He looses 50% of his match fee  3 games or more: He looses 75% of his match fee      Dhoni is a Millionaire he can afford to loose some peanuts for the pride of the country.     #IndiaWithDhoni https://t.co/BLzqN74L8Q,NOT,NONE,NONE
hasoc_en_2154,@campbellclaret The irony of this!!!     #murderer,NOT,NONE,NONE
hasoc_en_2520,@YoungMaineeee @Leekk_ Lmao its cool just saying my piece #fucktrump,NOT,NONE,NONE
hasoc_en_4615,@realDonaldTrump @MarshaBlackburn Really only one response to Trump at this point.   TRAITOR  #TraitorTrump  #TrumpsWorseThanNixon   #TrumpFarWorseThanBillClinton  #TrumpSellsAmericaToHighestForeignBidder  #TrumpIsATraitor,HOF,HATE,TIN
hasoc_en_1757,@nytimes Too late. The first answer is always the real answer. #TrumpIsATraitor #ImpeachDonaldTrumpNOW,NOT,NONE,NONE
hasoc_en_498,This one is understandable. #dickhead! https://t.co/qR6r72AgQQ,NOT,NONE,NONE
hasoc_en_2324,@johnlundin @politicususa I DEMAND TRUMP RESIGN  #TrumpIsATraitor,NOT,NONE,NONE
hasoc_en_3951,"If tonight @MamataOfficial has a stroke, who is going to treat her? The same doctors she is threatening and bullying? #DoctorsFightBack",HOF,HATE,TIN
hasoc_en1_6579,Parliament proceedings live updates | AIMIM leader Asaduddin Owaisi says the Speaker must ensure the elected government should not become a monarchy.  @the_hindu  @asadowaisi,NOT,NONE,NONE
hasoc_en_3474,'City of Joy' name should be replaced with 'City of Bhoy'...#DoctorsFightBack,NOT,NONE,NONE
hasoc_en_3286,Good riddance to this lying sack!  #TrumpIsATraitor   #TrumpMustResign   #JohnMcCainDay   #SarahSandersResigns https://t.co/iNe4UKeee4,HOF,HATE,TIN
hasoc_en_5621,#ShameOnICC  #BCCI   should start own world cricket council.  #RIPICC,HOF,HATE,TIN
hasoc_en_722,A billion Cricket fans waited four years to watch how it rains in England .    #ShameOnICC  #shameful @ICC @cricketworldcup @ICCMediaComms @ICCLive https://t.co/NSLzFpx3Ws,NOT,NONE,NONE
hasoc_en_2500,Ultimatums can work both ways ma'am.  #DoctorsFightBack #doctorsstrike #DoctorsProtest #standwithnrsmch https://t.co/t9iZTmGRsL,NOT,NONE,NONE
hasoc_en_1026,"MSD on glove row: Will stick to ICC’s rules   https://t.co/naHXIfGEUh    Thank you @msdhoni for following the rules and keeping Cricket, exactly what it is, A Sport!    Desh Bhakti dikhaneke aur bhi tareeke hai     #CWC19 #DhoniKeepsTheGlove",NOT,NONE,NONE
hasoc_en_5803,"DM @PMOIndia @HMOIndia @AmitShahOffice     @BCCI should be brought under GoI control. Full of corrupt, compromised timids who for the sake of money always letting patriots down. Failed to take   @ICC head-on in this matter of national pride. Shame!!. #DhoniKeepsTheGlove",NOT,NONE,NONE
hasoc_en_1296,"Looks like 11th team(rain) is playing in ICC cricket World Cup 2019,and playing well indeed...#ShameOnICC #ICC",NOT,NONE,NONE
hasoc_en_3492,@Mayawati My opinion is #Rapist s should get #DeathPenalty not Lifetime imprisonment.  #Kathua #KathuaRapeVerdict #KathuaParSachKiJeet,NOT,NONE,NONE
hasoc_en_1497,#IdiotTrump Flips Out At #FoxNews And Falsely Claims #Taxes Aren't #Tariffs https://t.co/6PjlZOPoH1,NOT,NONE,NONE
hasoc_en_2339,Stop Violence Against Doctors!!  #DoctorsFightBack #DoctorsStrike   #Modi #DoctorsProtest https://t.co/LeN3EIafOm,NOT,NONE,NONE
hasoc_en_1521,@DanielCollins85 @Muscles4851 @BeattieDoug @ColmDore Doug is a fence jumper looking for relevance. If or when a war crimes tribunal (doubtful) is set up to look into Afghanistan or Iraq Dougy will not be so outspoken. His book will be used as evidence against him. #Murderer.,HOF,HATE,TIN
hasoc_en_4458,"Trump keeps saying he’s “joking” when he makes comments like this. No! He’s planting the seed in the minds of his cult followers, so they dismiss our Constitution and two-term limit for Presidents. #TrumpIsATraitor https://t.co/scnuzJ37Pm",NOT,NONE,NONE
hasoc_en_4373,"That fucking bloke with the megaphone trumpet thing that keeps shouting no brexit on the news needs locking up, it does however interest me what means of employment he may pursue 😳🤷🏻‍♂️ #brexit #dickhead",HOF,PRFN,UNT
hasoc_en_5046,"@crampell Oohhhh, now that Trump is done with Pence, he’s thrown out with the garbage. #TrumpIsATraitor #TrumpIsATraitor #TrumpCriminalInvestigations",HOF,OFFN,TIN
hasoc_en_4073,"@MartinHeinrich #TrumpIsATraitor   Trump brags about his illegal activity. He is an ignorant, cruel, fool. No news there. What is amazing, is how many people defend him, and do not see the danger in his talk and actions.",HOF,PRFN,TIN
hasoc_en_5642,@realDonaldTrump Your fear is showing again. You tweet like the mad man you are when either things are not going your way or big info is going to come out soon. #DerangedDonald #TrumpIsATraitor,HOF,HATE,TIN
hasoc_en_109,@mkraju Says the guy who killed the tree that Macron gave u for friendship n peace!! #sad #douchebag,NOT,NONE,NONE
hasoc_en_1755,@kylegriffin1 @senatemajldr @SenateGOP all about party over country  #GOPTraitors #GOPTaxScam #PutinsGOP #TrumpIsATraitor,NOT,NONE,NONE
hasoc_en_4898,"Icc have a objection on gloves but not this Pakistani show if you agree,  Retweet this as much as you can #PAKvSL     #doublestanders  #DhoniKeepsTheGlove https://t.co/ugQgLhHRS6",HOF,HATE,TIN
hasoc_en_1352,The way @ICC is hosting the tournament in England without checking the weather conditions #ShameOnICC   If rains continues then @ICC should reschedule the matches  #CricketWorldCup2019,NOT,NONE,NONE
hasoc_en_3782,"...where they would be reunited in 2003 when Dad passed from esophageal cancer. He gave that 'champion purebred mutt' 13 yrs. he never would've had. After a nine-year break, they were now together eternally.    Rest well, Fredzino.     And oh yeah - #FuckTrump. #JohnMcCainDayJune14",NOT,NONE,NONE
hasoc_en_3647,First ever book written on violence against doctors and dark side of blue curtain...God in Peril    https://t.co/TtnvCrGmIK    #DoctorsFightBack #DoctorsUnderOppression #DoctorsProtest,NOT,NONE,NONE
hasoc_en_4795,"@ShaneHelmsCom I sat and laughed at least five minutes. You gotta call that move the #Twister because it’s not PC to call it the #Dickhead. Also, the latter wouldn’t fit #theHurricane!!",HOF,PRFN,UNT
hasoc_en_1974,"Seen in The Deccan Chronicle (Bangalore, Karnataka, India) today. Looks like @RoryStewartUK made a good impression internationally in the @Channel4News debate. #Brexit #conservativeleadership #BorisJohnsonShouldNotBePM https://t.co/q1L9yCjvg5",NOT,NONE,NONE
hasoc_en_337,So what will happen to all the tattoos now? Half the men would be  undergoing removal process #DhoniKeepsTheGlove,NOT,NONE,NONE
hasoc_en_4915,"Trump is now 'buying' the Iowa farmers vote by lifting restrictions on the sale of Ethanol E15 during the summer months, an Obama rule to reduce smog!      Trump says he'll get it done, so corn crops will be in high demand!     Who needs clean air anyway? 🙄  #FuckTrump  #ImpeachTheMF",HOF,HATE,TIN
hasoc_en_3195,2020 presidential candidates must debate environmental policy #climatedebate  https://t.co/LJWUuAd6dl @moveon.    #ClimateDebate #ClimateEmergency #ClimateChangeIsReal #ClimateActionNow #fucktrump #TheResistance,NOT,NONE,NONE
hasoc_en_4869,The Federal Election Commission chair's warning was clear: It's illegal to accept information of value during U.S. elections from foreign governments. https://t.co/2epJMHts6h # via @HuffPostPol please take out #trumptrash! #TrumpIsATraitor #fuckTrump,NOT,NONE,NONE
hasoc_en_2551,"a used tampon 49%, trump 41%.    #fucktrump https://t.co/Sx5mRWFhNp",NOT,NONE,NONE
hasoc_en_725,@BillCosby OJ SIMPSON AND BILL COSBY TAKING OVER TWITTER!!! ##Rapist #Murderer #mondaythoughts https://t.co/6htKiKxnZI,NOT,NONE,NONE
hasoc_en_766,CHRIST on a cracker #Resist #Resistance #TheResistance #DitchMitch #DitchMitch2020 #VoteBlue2020 #VoteThemOut #VoteBlueNoMatterWho #VoteBlueToSaveAmerica #FuckTrump   The Trump White House defense of Kellyanne Conway's Hatch Act violations is fooling no one https://t.co/wbo1MuTKls,NOT,NONE,NONE
hasoc_en_5034,#ShameOnICC    Shame on ICC    ICC was exposed where is there preparation     Shame https://t.co/e99J1AeMrC,HOF,OFFN,TIN
hasoc_en_356,That time Boris Johnson’s special adviser spilled the beans on the real Tory Party ,NOT,NONE,NONE
hasoc_en_308,Because 'transparency.'  #FuckTrump https://t.co/HSsJq3OlIo,NOT,NONE,NONE
hasoc_en_5467,"@TheRealOJ32 After I tell you to rot in hell, I’ll go back to pretending you’re there already. #murderer #abuser",HOF,HATE,TIN
hasoc_en_3013,Support for trans people is growing in spite of Trump’s nonstop assault on civil rights #Resist #ResistTrump #FuckTrump https://t.co/VeOWQMqeI1,NOT,NONE,NONE
hasoc_en_5742,@KTHopkins 'Our countries'???? #Dickhead,NOT,NONE,NONE
hasoc_en_5449,"@realDonaldTrump I know 'demagoguery' is a big word for you, but Cranston was talking about YOU!! #Criminal #Traitor #Liar #DoucheBag https://t.co/4RDFhhQS8A",HOF,HATE,TIN
hasoc_en_3488,"Stewart says-  Johnson has got Matt Hancock supporting him, but also Mark Francois. He finds it hard to see how he has won them both over.    'It is as if Johnson thinks the MPs supporting him do not talk to each other'    #ToryLeadership #Rory #BorisJohnsonShouldNotBePM",NOT,NONE,NONE
hasoc_en_578,This is my Australia. #refugeesarewelcome  ,NOT,NONE,NONE
hasoc_en_1792,Pretty sure this crowd of attendees eclipses those at the “inauguration” in 2017 @realDonaldTrump  😂😂😂😂😂 #TrumpsWorseThanNixon #ImpeachTrumpNow #trumpsucks #TrumpIsATraitor https://t.co/p48iQqc3ys,NOT,NONE,NONE
hasoc_en_4568,Murderous douchebag says what now? #murderous #douchebag https://t.co/X7ZrvWzKxe,HOF,PRFN,UNT
hasoc_en_4650,Doctors turn down Mamata's invite; demand apology  #DoctorsFightBack #DoctorsProtest #DoctorsUnderOppression #MamataBanarjee     https://t.co/5Pr07aItUD,HOF,HATE,TIN
hasoc_en_4918,Impose #PresidentsRule in West Bengal before situation gets fully out of control. @MamataOfficial needs immediate medical help as she has lost her balance of mind. #DoctorsFightBack,HOF,HATE,TIN
hasoc_en_2054,@Victorialolaimo Can't understand how darts comes before his children #dickhead,NOT,NONE,NONE
hasoc_en1_7751,"Wow, that's a wonderful truth that needs to be told to each and every Indian. I am sure, most of us are unaware of this, since the media never show this to us. Thank-you very much @KapilMishra_IND ji for sharing this.",NOT,NONE,NONE
hasoc_en_72,We don't need a special law. WE NEED PROPER UNBIASED ENFORCEMENT OF EXISTING LAWS. Once they are applied properly  and people jailed there will be deterrence.  We doctors must win back the trust of the people. This will ensure political support for us.  #DoctorsFightBack,NOT,NONE,NONE
hasoc_en1_245,West Bengal CM Mamata took a torch from her aide on dias thinking it to be mic and began bashing Modi ,NOT,NONE,NONE
hasoc_en_3183,"#ShameOnICC    Chii Chii.... Waiting for 4 years for such a grand tournament and see the condition... Shame on you ICC, from next time focus on the venue instead of wicketkeeper's gloves 😡😡",NOT,NONE,NONE
hasoc_en_1261,@teluguinnews #DoctorsFightBack  #DoctorsProtest #India  Junior doctors in #Telangana hold protests in support of West Bengal doctors - India Today https://t.co/a3wklhw7J9 #WestBengal,NOT,NONE,NONE
hasoc_en_1667,"remember the Ind vs NZL T20 held on 7th Nov 2017 in Trivandrum, India in which the game started within half an hour after the heavy 5 hrs rain. What a pathetic condition for the stadiums in ENG even they are developed country. ICC has to be more vigilant. #ShameOnICC #ICCWC2019 https://t.co/vPdgFqhNmM",NOT,NONE,NONE
hasoc_en_2302,The #TrumpIsATraitor groupies are going to lie us into another war! And why? TO PUMP TRUMP’S POLL NUMBERS!,NOT,NONE,NONE
hasoc_en1_7212,#AIMIM Jharkhand President Janab Hubban malik Sahab Addressed to media.     @asadowaisi   @syedasimwaqar,NOT,NONE,NONE
hasoc_en_3371,@cricketworldcup #ShameOnICC   We Enjoyed Rain only,NOT,NONE,NONE
hasoc_en_5659,Bad habits.Heart &amp; liver bad.  Patient dies in hospital.  Bad trains.Accident.  Patient dies in hospital.  Let's hit the doctor.  We are those  Who will never question system  Never hit bad drivers.  #DoctorsProtest #DoctorsFightBack,HOF,HATE,TIN
hasoc_en1_4509,Congratulations Akhileshji.. make perfect strategies and execute them with Mayawatiji and Rahulji for the next UP Assembly elections...,NOT,NONE,NONE
hasoc_en_1696,water have no color but gloves does have that is why @ICC  saw dhoni's glove not the water.  #ShameOnICC,NOT,NONE,NONE
hasoc_en_1096,"More than 30,000 complaints have been filed against IMA group of companies by the victims #Bangalore #IMA #IMAJewels #IMAfraud https://t.co/ZclYtEPGNO",NOT,NONE,NONE
hasoc_en_4589,Correction....Succeeded in re-branding today as #JohhMcCainDay because #FuckTrump. 😂🖕 https://t.co/XfJl5F9Ff3,NOT,NONE,NONE
hasoc_en_4473,@realDonaldTrump Um. Not sure what you are trying to imply.  That you know your a horrible father but need recognition?  #TrumpIsATraitor,NOT,NONE,NONE
hasoc_en_2878,"Man Buys New House, Then His Gut Tells Him To Dig In His Backyard! ",NOT,NONE,NONE
hasoc_en_1631,@ImRaina @msdhoni Well Said #DhoniKeepsTheGlove,NOT,NONE,NONE
hasoc_en_4056,"Don’t ya think it’s about time we started impeachment on this liar, he’s okay with foreign countries like Norway, NORWAY? Really? #LiarInChief #Norway #Norway #TrumpResignNow #TrumpProtest #EmbarrassmentInChief #TrumpProtest #TrumpsAnInternationalDisgrace #TrumpisaTraitor",HOF,HATE,TIN
hasoc_en_1882,Hyderabad - NIMS     Woman (46) admitted with multiple organ failure died. Family chased resident doctor (Muslim) and beat him. #DoctorsProtest #DoctorsFightBack https://t.co/5a4P40eFYi,NOT,NONE,NONE
hasoc_en_4685,#Murderer @TheRealOJ32 has over 400K followers? That's is sick.,HOF,HATE,TIN
hasoc_en_1613,@skroskz @shossy2 @JoeBiden Biden &amp; his son Hunter took advantage of their position to use Air Force 2 to wheel &amp; deal with China &amp; Ukraine! I don’t trust Biden or his son Hunter who left his wife &amp; kids to move in with his dead brother’s wife &amp; family! #DOUCHEBAG,HOF,HATE,TIN
hasoc_en_979,"Barber's Club Black Charcoal Peel Off Mask with Honey, 60g  @ Rs.173 (mrp-599)    https://t.co/opXBw47vO7    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll",NOT,NONE,NONE
hasoc_en_5667,Why are they covers for the entire field. Cant you spend some money now and make sure the whole ground is covered. And be flexible with the timings. #ShameOnICC,HOF,HATE,TIN
hasoc_en_4966,Icc can see Ms dhoni badge but doesn't see the ground was not covered #ShameOnICC https://t.co/OJzWHWr9Je,HOF,HATE,TIN
hasoc_en_2688,"#CloseTheCampsChina #NoToBeijing2022 #boycottchina  China is guilty of ethnic cleansing. The world is silent, whilst people are being killed. Shame on all humankind. You care more about plastic bags than humans. Shame. #UyghurGenocide #DoguTurkistandaZulumVar https://t.co/gShJRqKnuF",NOT,NONE,NONE
hasoc_en_849,This proves that @ImranKhanPTI is the biggest hacker of #TerroristNationPakistan https://t.co/315WkNP1iH,HOF,OFFN,TIN
hasoc_en_4952,"@officielMV And just to set the record straight, we only attempted to attend your shallow party to support my friend who invited us and was DJ-ing and who clearly didn’t know what a #douchebag you really are. 3/4",HOF,PRFN,TIN
hasoc_en_3752,"Homophobia and transphobia are CRIMES in 43 countries. Yet here in America, under the Trump administration, it’s seemingly encouraged. We need CHANGE. VOTE BLUE FOR 2020. #FuckTrump",NOT,NONE,NONE
