text_id,text,task_1,task_2,task_3
hasoc_en_4035,@joeyndavid @realDonaldTrump That goes double for me #douchebag of the United States I love America. and we shall rise once again. NO ONE get complacent hit those polls even Most disastrous. I wantt a newly elected President,HOF,OFFN,TIN
hasoc_en_4229,@theJeremyVine The most diplomatic way of saying someone is a liar.... 'issues telling the truth'. #PrimeMinister #Liar #Racist #BorisJohnsonShouldNotBePM,HOF,HATE,TIN
hasoc_en1_7603,Christina Lioma: Newly appointed professor. First woman in Denmark to obtain a higher doctorate degree in computer science. Successful research career within #artificialintelligence #informationretrieval #NLProc,NOT,NONE,NONE
hasoc_en_557,"The lack of flesh from the face is either metaphorically indicative of disgrace & wretchedness, or it would actually happen as a symptom of sinning and the punishment thereof.  Aversion against begging has been mentioned because it brings shame both in this world & the Hereafter.",NOT,NONE,NONE
hasoc_en_959,Doctors at #Cuttack district headquarters hospital wear black badges to express solidarity with their counterparts protesting violence against some junior doctors in West Bengal #DoctorsFightBack #DoctorsStrike https://t.co/EX35msTNVJ,NOT,NONE,NONE
hasoc_en_2302,The #TrumpIsATraitor groupies are going to lie us into another war! And why? TO PUMP TRUMP’S POLL NUMBERS!,NOT,NONE,NONE
hasoc_en_3321,@cabodude @PalmerReport Quack Quack Quack    #fucktRump,NOT,NONE,NONE
hasoc_en_5564,"Fact of the day, did you know that immigrants from Central America are Americans? Even the ones that the Trump administration puts in cages and kidnaps their children. They are Americans. #AmericanImmigrants #TrumpIsATraitor #BeGoneBigots https://t.co/hTBwcU4ZtN",HOF,HATE,TIN
hasoc_en_1845,@TheRealOJ32 Hey @Twitter can you please remove the #murderer and convicted felon (kidnapping and armed robbery)?     Thanks    /s/ Civilized Society,NOT,NONE,NONE
hasoc_en_1416,Yes dhoni Bhai you will keep the gloves because you are in army and you giving respect to army what is the matter #DhoniKeepsTheGlove,NOT,NONE,NONE
hasoc_en_4852,"@TrueFactsStated Says he's sick of having sodomy shoved down his throat, 😅😅😅  That's not how sodomy works man.   Freudian slip I'm guessing.   #Atheists #Alabama #fucktrump",HOF,HATE,TIN
hasoc_en_3826,@bhogleharsha @cricbuzz Both captains out on the field for the toss. Lands on heads. The Captain decides to swim first. #ICCWorldCup2019 #ShameOnICC #CricketWorldCup,NOT,NONE,NONE
hasoc_en_3013,Support for trans people is growing in spite of Trump’s nonstop assault on civil rights #Resist #ResistTrump #FuckTrump https://t.co/VeOWQMqeI1,NOT,NONE,NONE
hasoc_en_4410,cna be arsed way mr mhor tomorrow #dickhead,HOF,PRFN,UNT
hasoc_en_4152,@POTUS @realDonaldTrump @senatemajldr @VP Why won’t you safeguard our elections? #IllegitimatePresident #TrumpIsATraitor #McConnellChaoCorruption #McConnellTreason #TrumpTreason #GOPTreason #TrumpCrimeFamilyForPrison #TrumpForPrison2020 #TrumpRussia #McConnellRussia #IndictTrump,NOT,NONE,NONE
hasoc_en_1201,"@sagenaradamuni @bjptarunchugh @NaMo_Ganesh @HarishK04131926 @HIMESH_SS @mattarhegde @YashpalBJP @DheerajGbc @Harvansh_Batra @VictoryForNamo @narendramodi177 @LillyMaryPinto @narendramodi @sukanyaiyer2 @meenakshisharan @Meenu_71 @RamsaBJYM @bakoriya_kirti_ @sanghavideepa @OnlineRajan__ @samar97189157 @PatelOnTop @AjayPandey__ @DebashishHiTs @ankitasood13 @hindustanse @MahiHerambha @hindu_blood @SmithaDutt @vanitajain21 @Reema_bjp @Narendramodi_PM @Narendrap86 @TigerNaMo @aarohi923 @draksbond @jadonpriyanka @NazlinShaikh @AmitShah @iNarendraModiG @Gravim71 @pehadiya @prasura123 @Lotusfeetns @MajorPoonia @GautamGambhir @PrakashMishra_1 @SureshM46 @pandey_indrani @madhukishwar People who r scared with #Modi r saying there is no #ModiWave. India is witnessing mammoth crowd across Bharat to listen to #NarendraModi ji. I am Happy with #VadrasFlee &amp; #NoBandhan with Congress. With this, #May23 is sure about #ModiAgain #ModiAgainSaysIndia #CongressMuktBharat https://t.co/vGEp4vskIJ",NOT,NONE,NONE
hasoc_en_2844,Race of abusing PM NaMo will accelerate to appease muslims.Listen to Pathan pushing his party as only for muslims & owasis as new Jinnah.All are disturbe due to 3talak bill as it is not a sharia law.#GandiNaaliAbuse,HOF,HATE,TIN
hasoc_en_179,"Bhaiya ji! This law is against Instant Triple talak not against proper Talak (divorce). Stop spreading fake news. Instant triple talak is haram in Islam as well. Usually, women go through Halala bcz of instant talak. Is that not emotional, physical abuse?Men will be careful now.",HOF,PRFN,UNT
hasoc_en_1881,"@bluebludgardenr @BrianKolfage @harkjay350 @DHSgov @CBP #MAGA: 'we are a nation of laws'  same #MAGA nuts, started building a 23 million waste of money wall, that could have been better use to help #Vets and #Homeless , without the proper permits    #Resistance #FuckTrump #Resist #NoWall  #NoHumanBeingIsIllegal    https://t.co/lF2am3njsh",NOT,NONE,NONE
hasoc_en1_806,After Pulmawa Attack How Many ' 'Raw & IB' Officer's were Suspended: @asadowaisi,NOT,NONE,NONE
hasoc_en_152,Goddamit #fucktrump https://t.co/wLiQVcOCtG,NOT,NONE,NONE
hasoc_en_1411,We are loosing our freedom     #TrumpIsANationalSecurityThreat #TrumpIsATraitor #ImpeachmentInquiryNow #RussianAsset #Trump #ImpeachTrumpNow #ImpeachTheMFTraitor #ImpeachTheMFer https://t.co/AJYSa0uOYI,NOT,NONE,NONE
hasoc_en_4513,@winlad6 @campbell582000 @toadmeister  #DickHead i prefer #ToryTool 🤓🤓🤓,HOF,PRFN,TIN
hasoc_en_3136,@thehill @realDonaldTrump already said 'clearly' he would  #TrumpIsATraitor,HOF,HATE,TIN
hasoc_en1_7212,#AIMIM Jharkhand President Janab Hubban malik Sahab Addressed to media.     @asadowaisi   @syedasimwaqar,NOT,NONE,NONE
hasoc_en_4437,Guys I don’t trust this “Resister” so about to block him and I would be weary of following him or allowing him to follow you. Feel he is trying to bait... just a heads up! #Resistance #ResistTogether #BlueWave2020 #VoteBlueNoMatterWho #fucktrump https://t.co/qrYXTxaFXO,NOT,NONE,NONE
hasoc_en_4740,"These bunch of jokers have no vission, no mission, no dedication😰 #ICCWorldCup2019  #ICCCricketWorldCup #ShameOnICC",HOF,OFFN,TIN
hasoc_en_4774,"No freedom of press in us anymore, death sentence for the chef of WikiLeaks, and that's only one thing. SHAME ON EVERYBODY WHO VOTES FOR TRUMP. Forreal who would vote for somebody like him after informing themselves for just 5 minutes  #dontvotetrump #fucktrump #scandal",NOT,NONE,NONE
hasoc_en_740,@BDUTT also agrees with Chowkidar @MusaNV18 !!!  #DhoniKeepsTheGlove ! https://t.co/cWAkO6qCxe,NOT,NONE,NONE
hasoc_en_1174,Doctors are not punch bags 😠😠😠 #BengalDoctorsStrike #DoctorsProtest #DoctorsFightBack #DoctorsStrike #doctors_against_assualt,NOT,NONE,NONE
hasoc_en_914,"His conflicting orders aren’t even deliberate, he’s just stupid and frightened that his authority isn’t absolute. No one like that should have a badge",HOF,HATE,TIN
hasoc_en_5193,From our Latino friends. #Liar #fucksarahsanders #fucktrump #VoteBlueNoMatterWho2020 https://t.co/bvqU7aKvIB,HOF,PRFN,TIN
hasoc_en_4422,"@n_o_27 @DelhiPolice That is why I feel nothing when same police kicks their own ass. 😂  Same @DelhiPolice had also thrashed veterans during OROP agitation few years ago, tore their clothes and ripped their medals. So yeah it's always #FuckDelhiPolice",HOF,PRFN,TIN
hasoc_en_1878,#Trump Hugely Sabotages USA &amp; the World by Blocking Findings on Catastrophic Climate Change #IndictTrump #ClimateChangeIsReal #SaveEarth #ClimateAction #FuckTrump #ClimateChange #EcoWarrior #TreeHugger #ClimateJustice #Progressive #Dems #Resistance #FBR https://t.co/ec0HAkn4ML,NOT,NONE,NONE
hasoc_en_825,Free Sex Right to Muslim Women with 72 Bachelors pic.twitter.com/Nmr5Ks75vd,NOT,NONE,NONE
hasoc_en_4480,"So @MamataOfficial has time to go @abpanandatv to talk gibberish with Suman, FOR AN HOUR,     but DONT HAVE A MINUTE to come to NRS Hospital and talk to junior doctors.     Slow claps.    #DoctorsUnderOppresion #DoctorsStrike #DoctorsFightBack #SavetheDoctors",HOF,HATE,TIN
hasoc_en_1984,"@BorisJohnson Yeah like that'll really do it, not. What are you on? #BorisJohnsonShouldNotBePM",NOT,NONE,NONE
hasoc_en_949,jimin is muslim wtf he was doing the jomah prayer with me last week  ,NOT,NONE,NONE
hasoc_en_696,"If we all cough would you leave the office, said George Stephanopoulos.  #Trump30Hours #ImpeachTrumpNow #TrumpIsATraitor",NOT,NONE,NONE
hasoc_en_541,"@realDonaldTrump Hey Donnie, And this is your channel! #TrumpIsALose #TrumpIsACriminal #TrumpIsATraitor https://t.co/ObIl742DzA",NOT,NONE,NONE
hasoc_en_5181,"#ShameOnICC  What a 3rd class organization. You people should learn from India , how the biggest Cricket event organized even bigger than WC?",NOT,NONE,NONE
hasoc_en_1554,"Here's the truth about Boris Johnson and his history of sexism, racism, lies, homophobia, gaffes and scandals (all material fully sourced)  #Boris #BorisJohnson #BorisForPM #Boris4PM #BorisJohnsonShouldNotBePM   https://t.co/Re17a7VmYY",HOF,OFFN,TIN
hasoc_en_2222,They say colouring is therapeutic..... I just finished my newest piece and I couldn’t agree more ❤️🤣👊😂🙏    #canadianshatetrump #ResistTogether #fucktrump https://t.co/p7VSz9zexe,NOT,NONE,NONE
hasoc_en_2281,#Trump Tweets About Epic Interview Fail &amp; Gets Mocked Like A Clown #TrumpIsATraitor #VoteBlue2020  https://t.co/5s2tNnBY8u,NOT,NONE,NONE
hasoc_en_5717,@tradeinmylife4U @Michele25241176 @TheRealTank @Tyrese @rkelly R. Kelly is a Child Molester and Sexual Predator #pedophile #chomo #rapist #prison #rkelly Lock R. Up!!,HOF,OFFN,TIN
hasoc_en_595,A small note to all sensible people around..👇🏻  Understand them.. Help them.. Save them.. Save Humanity..  #Savethedoctors #DoctorsFightBack #SaveBengal https://t.co/BH0btTJ2Xt,NOT,NONE,NONE
hasoc_en1_5171,Did you know that Syed Ali Shah Geelani had given a shutdown call yesterday (Friday) in support of so called 'political prisoners'? Not a single shop was shut in Srinagar. Life was normal in Kashmir. Infact traffic jam in many areas. Thugs of Hurriyat can't fool Kashmiris now.,NOT,NONE,NONE
hasoc_en_1618,@toughgal66 @MrsRabbitResist I am following you now- hoping to catch you swearing- lol-I swear a lot also #FUCKTRUMP!,HOF,OFFN,TIN
hasoc_en_1659,Happy #JohnMcCainDay #fucktrump https://t.co/jR3yGUcgoK,NOT,NONE,NONE
hasoc_en_1223,"@robreiner YOU ARE TALKING EXACTLY ABOUT YOURSELF!! YOU #Hollyweirdos are a bunch of #rapist, #ChildMolesters #Pedos, #MarriageIsBetweenAManAndWoman, #sexist, #Tramps, #Whores, #SexTrafficers",NOT,NONE,NONE
hasoc_en_3555,"#BorisJohnsonShouldNotBePM what kind of country have we become when we hold ‘wit, humour and charisma’ in higher regard than ‘intellect, competence, and understanding’? Our world is becoming a reflection of reality TV, a diluted and thinned version of what was once good.",NOT,NONE,NONE
hasoc_en_5625,"I forgot #ignorant, #uneducated, #draftdodging, #whoring, #pussygrabber, #rapist, #moneylaundering, #familyseparating, #childkilling, #employedillegals, #taxevading,  #stupid as f#uck #famialchainimmigration #putinsucking #highheelwearing #illtuxfitting and #somuchmore",HOF,PRFN,UNT
hasoc_en_3351,"#FakeDonaldTrump knows who the #princeOfWhales is, but then who is the duke of dolphins?  #idiotTrump",NOT,NONE,NONE
hasoc_en_2310,"As doctors continue to resign en masse, the centre sought two detailed reports from the #WestBengal government including the measures taken to contain political violence in the state.     #BengalDoctorsStrike #DoctorsFightBack   https://t.co/fII3ait6Go",NOT,NONE,NONE
hasoc_en_3732,"Rather than worrying about @msdhoni gloves , maybe check the Stumps ! @ICC  @BCCI   #ICCWorldCup2019 @StarSportsIndia   #AskStar #DhoniKeepsTheGlove #BCCI #ICC   #AskTheExpert  What can be done here ?",NOT,NONE,NONE
hasoc_en_3756,"#DoctorsFightBack 👌  The Kurban Shah case, points out a police officer &amp; a political controversy when it was alleged that rival factions of the ruling #TMC each trying to gain control over the organisation of junior doctors (to garner votes for election to state medical bodies)",NOT,NONE,NONE
hasoc_en_160,#BenedictDonald #trump  #PublicEnemyNo1 #ENEMYofTheState #ENEMYofTheConstitution #ENEMYofThePeople #ENEMYofAmerica  #TREASON #Traitor #Impeach45 #IMPEACHtrump #IMPEACH  #UnfitForOffice #UnfitToBePresident #UnAmerican  #MAAA #MakeAmericaAMERICAagain  #FUCKtrump #sociopaths  #trumpTrash,NOT,NONE,NONE
hasoc_en1_2715,"True love requires faith, trust and loyalty. Not chocolate, flowers and expensive gifts...",NOT,NONE,NONE
hasoc_en_3120,So @BorisJohnson wants to PM the man who sold nearly everyone the #bexit dream has done nothing good for working class people wants to give the rich a tax break while thousands are suffering and he cannot be bothered to do interviews another Elton boy #BorisJohnsonShouldNotBePM,HOF,HATE,TIN
hasoc_en_2935,@TheRealOJ32 You’re a straight up sociopath with a twitter acct. #Murderer #Guilty #GTFOH,NOT,NONE,NONE
hasoc_en_1295,#DoctorsFightBack disagree fr special protection to doctors.@MamataOfficial should given dem confidence dat all r safe in WB.all citizens r protected by law dats it.Assualt on doctor should b investigated &amp; leniency frm doctor perspective should als b investigated in Kolkata case,NOT,NONE,NONE
hasoc_en_682,This number goes up EVERYDAY and the Dems still refuse to do anything about it. #trump #TrumpIsATraitor #GOP #MAGA @realDonaldTrump @HouseDemocrats https://t.co/p071jnyaYF,NOT,NONE,NONE
hasoc_en_494,"As a Marine veteran I wasn’t a fan of the president I served at the time, but I stuck to my oath in served the Constitution. Left or right does not matter while serving. As a left veteran now I find it disturbing that so many veterans what to #MakeAmericaWhiteAgain. #fucktrump",NOT,NONE,NONE
hasoc_en_1823,5000+ Doctors and Non Medicos walked from NRS to CNMC for our cause.   History has been created as this is probably one of the biggest movement that has been carried out by the doctors.   #DoctorsFightBack https://t.co/XHyicsFG6D,NOT,NONE,NONE
hasoc_en_4379,George Will: Trump's 'public and constant' damage to country worse than Nixon's #Resist #ResistTrump #FuckTrump https://t.co/UNCxQUT0Qi,NOT,NONE,NONE
hasoc_en_5803,"DM @PMOIndia @HMOIndia @AmitShahOffice     @BCCI should be brought under GoI control. Full of corrupt, compromised timids who for the sake of money always letting patriots down. Failed to take   @ICC head-on in this matter of national pride. Shame!!. #DhoniKeepsTheGlove",NOT,NONE,NONE
hasoc_en_3228,@realDonaldTrump I’m definitely feeling harassed by you at this point. So we finally agree on something! #PresidentialHarassment #MyPresidentIsHarassingMe #FuckTrump #WhoseTheCreeperInTheWhiteHouse,NOT,NONE,NONE
hasoc_en_3270,@Restart_512 @Restart_iran201 @realDonaldTrump @foxandfriends @FoxNews This is not a GREAT president! #fucktrump #trumpsanidiot #resist #DerangedDonald #TrumpCriminalInvestigations #ImpeachDonaldTrumpNOW https://t.co/DVC2HSWdi1,HOF,HATE,TIN
hasoc_en_4863,@TheRealOJ32 Getting even? I think you already did that. #Murderer #TheRealKillers https://t.co/jwMBXVPv0w,NOT,NONE,NONE
hasoc_en_1131,@JesseFFerguson @ryan1self Don’t forget they haven’t done a White House press briefing in about a year and just fired @PressSec Sarah BS Sanders. #TrumpIsATraitor,NOT,NONE,NONE
hasoc_en_1979,@ICC come on guys...  We didn't wait 4 years to see rain wash off our matches...  This is the #WorldCup2019   Keep the abandoned matches and slightly reschedule the finals..  Give fans what they want!   #RainStopsMatch #ShameOnICC #CWC19,NOT,NONE,NONE
hasoc_en_1018,#RacistTrump Retweets #AntiMuslim Extremist &amp; Gets Exactly What He Deserves #TrumpIsATraitor  https://t.co/f3AckwPFcl,HOF,HATE,TIN
hasoc_en_3663,Seriously? You live in a different reality than the rest of America. #ImpeachTrumpNow #nokidsincages #NoWarWithIran #TrumpisaLiar #TrumpIsATraitor https://t.co/LqT90KGpOX,NOT,NONE,NONE
hasoc_en_3894,"@docmuktesh We have ZERO interest in playing GOD, so please don't treat us either as a GOD or as a DOG! If you deserve respect, so do we, nothing more and nothing less...  #DoctorsFightBack",NOT,NONE,NONE
hasoc_en_4743,The Trump administration is putting LGBTQ immigrants in solitary confinement #Resist #ResistTrump #FuckTrump https://t.co/UvexTzPcTb,HOF,PRFN,TIN
hasoc_en_1953,@ICC still has time to change the schedule of @BCCI vs @TheRealPCB match before it gets washed out on Sunday. The people of both nations wait for 4 years for this contest and if the game is cancelled than ICC have no idea about the heat they’ll have to face. #ShameOnICC #ENGvsWI,NOT,NONE,NONE
hasoc_en_5657,"Hey @realDonaldTrump  Your economy is tanking!   Your economy is collapsing   Happy Fathers Day, failed businessmen   #ImpeachTrumpNow  #TrumpIsATraitor  #TrumpIsADisgrace  https://t.co/f1wfp94N23",HOF,HATE,TIN
hasoc_en_138,This #junk49 with backing of Mamata wanted to take away the good positive mood in country after chandrayan and show govt in bad light...their anti HINDU attitude is also shown by visit of this lady to jihadis after attack on doctors..Mamata psychophant,HOF,OFFN,TIN
hasoc_en_5781,"If we had a basic intelligence test for POTUS, ⁦@realDonaldTrump⁩ would not be infesting our ⁦@WhiteHouse⁩ since he’s dumber then a 3rd grader. #IdiotTrump attacks Nasa and claims the moon is 'a part' of Mars. ⁦@guardian⁩ #25thAmendment  https://t.co/2B5KwgCUkO",HOF,OFFN,TIN
hasoc_en_2099,Carragher has just compared TAA to beckham what ! Worlds apart you clown ! #dickhead,NOT,NONE,NONE
hasoc_en_4706,@realDonaldTrump Happy Birthday Traitor! #JohnMcCainDay #TrumpIsATraitor https://t.co/SOefDk6mRP,HOF,HATE,TIN
hasoc_en_410,"The reason I prefer to step out to shop not to this bull shot e-commerce.  Please execute delivery to a Muslim customer through a Balmiki person & see the monkey dance.    I urge people be active, step out yourself to shop, be healthy get what do you want.",HOF,HATE,TIN
hasoc_en_1041,.@SenateDems @HouseDemocrats DO YOUR FUCKING JOBS!! #FuckTrump And Who Votes For Him! You Need To Worry About Who’s Gonna Vote Democratic After YOUR NON WORKING ASSES!! @SpeakerPelosi @SenSchumer,HOF,PRFN,TIN
hasoc_en_862,Man I still ain’t got mines #fucktrump,NOT,NONE,NONE
hasoc_en_255,"Oh wait, Kalam is not fighting elections. Fuck. Now how BJP will get Mamata in NDA. KLPD!!",HOF,PRFN,UNT
hasoc_en_1306,"@DanScavino @realDonaldTrump @AF_Academy He only did that because it feeds his ego. Try and criticize him and it doesn’t matter who you are, you will be attacked until and beyond your death! #JohnMcCainDayJune14th #TrumpLiesEverytimeHeSpeaks #TrumpIsABully #TrumpIsADictatorWannabe #TrumpColluded #TrumpIsATraitor",NOT,NONE,NONE
hasoc_en_158,"@AdityaRajKaul Dukarr 🐷🐽🇵🇰 Mullah's drying for business deals with 🇮🇳🕉️ Bloody beggar's Allah ke naam de de, Chalo 🍅🍅 tamatar toh dedo !! 😂😂😂 #INDvPAK #CWC19  #ModiJiSeMilnaHai #FridayMotivation #ModiSurgicalSnub #ModiGlobalPower #ImranKhan #cwc11 #imranhataomulkbachao",HOF,PRFN,UNT
hasoc_en_5683,@thehill More ripping families apart for political reasons. This is outrageous #ImpeachmentInquiryNow #ImpeachDonaldTrumpNOW #TrumpIsATraitor,HOF,HATE,TIN
hasoc_en_2489,These stunning photos shows the dual-identities of LGBTQ military veterans #Resist #ResistTrump #FuckTrump https://t.co/BYt9ahwcvF,NOT,NONE,NONE
hasoc_en_4388,@rssurjewala Nice to see that a Schizophrenic Chamcha is hiding behind a Schizophrenic media platform.  Two fellow Mental patients helping each other out.   #CongressMukTBharat,NOT,NONE,NONE
hasoc_en_140,"#DoctorsFightBack | 'We have no political colour. This is just us - doctors,' say protesting doctors at NRS Hospital in Kolkata refuting West Bengal CM Mamata Banerjee, even as doctors from across India stand with them https://t.co/LGCyJUEBn5 https://t.co/7XbNRfE7Ff",NOT,NONE,NONE
hasoc_en_1510,"@QuancyClayborne I think in this case I'd actually take the dinner with schmucks, because at least I could fight back, get in a few good insults and feel better about myself for it, unlike the other scenario you too vividly described. #FuckTrump",HOF,HATE,TIN
hasoc_en_447,@ReverseAndy As long as it’s not that ahole from Iceland Wolf Stansson.  😡#dickhead.,NOT,NONE,NONE
hasoc_en_2639,@TrampFuneral Hmmm...    'Consultative'    #dickhead https://t.co/TwxwapeaJK,HOF,PRFN,TIN
hasoc_en_1895,"#Huawei asks #Verizon to pay more than $1 billion for over 230 patents: Source https://t.co/1EakIMUYeZ It is clear what is happening here. Letting things ride to gain control, but now change in approach. Throw them out of the system completely. #tradewar #tariffs #BoycottChina",NOT,NONE,NONE
hasoc_en_114,#IndianPsychiatricSociety stands by #IndianMedicalAssociation. Condemns #ViolenceAgainstDoctors  #DoctorsFightBack #SolidarityWithNRSMCH #StopViolenceAgainstDoctors @MamataOfficial https://t.co/FIpSvBEdDb,NOT,NONE,NONE
hasoc_en_3451,"I have more respect &amp; like the US mil more than Trump for which I’ll be a Statist for a minute to wish the 4 branches a Happy Birthday. As an #Ancap-yes, that saying a lot. #fucktrump #tlot #anarchy https://t.co/oPmCH1Wcni",NOT,NONE,NONE
hasoc_en_3950,@realDonaldTrump The NYT has been around long before you and will be around long after you are gone and forgotten.  YOU ARE THE ENEMY OF THE PEOPLE!  #EnemyOfThePeople   #TrumpIsTheEnemyOfThePeople   #TrumpIsATraitor   #TrumpIsAFraud   #TrumpIsAMoron,HOF,HATE,TIN
hasoc_en_2785,Can't understand how stupid one can be where he can't let go his arrogance and ego for the whole fukin state...  #DoctorsFightBack  #DidiDividesIndia,HOF,PRFN,UNT
hasoc_en_5522,@MarshaBlackburn \n\nPlease do something to defend our freedoms.  Im blocked again in #FB for pisting a joke about President Trump waking up realizing hes really a woman trapped in a toxic male body. \n\n#NoSenseOfHumor\n\n#WarForContolOfOurMinds\n\n#Defend1st,NOT,NONE,NONE
hasoc_en_998,#ISupportSarabjeetSingh and yeah #FuckDelhiPolice 🖕,HOF,PRFN,TIN
hasoc_en_2544,#DoctorsFightBack #Doctorsprotest #DoctorsStrike I support my fellow colleagues. https://t.co/3PXLSskhHl,NOT,NONE,NONE
hasoc_en_2441,#GandiNaaliAbuse #GandiNaaliInsult #gandinaali By such statements you are insulting People of India. He is elected and selected by us. You have no right to say such things.,NOT,NONE,NONE
hasoc_en_2342,Welcome to Trumpworld #morintoon #TrumpIsATraitor #TrumpElections #TrumpCollusion #TrumpCriminalInvestigations #TrumpCrimeSyndicate #TrumpCult https://t.co/y4fvByaaUj,NOT,NONE,NONE
hasoc_en_4514,@MidWalesMike @jeremycorbyn Ahh yes. The Tories are responsible for Ford deciding not to make any more engines.  I get it now. #dickhead,HOF,PRFN,TIN
hasoc_en_3091,@TheRickWilson @thedailybeast Or Norway. 😂 #fucktrump,NOT,NONE,NONE
hasoc_en_504,"Maybe not, exactly. But, the person they colluded with sure has a few unmarked graves under their belt... #TrumpIsATraitor #TrumpIsADisgrace #TrumpIsNotAboveTheLaw #TrumpsAnInternationalDisgrace #UnfitForOffice #UnfitToBeHumanLetAlonePresident #UnfitToBePresident https://t.co/pe0fM9CaOn",NOT,NONE,NONE
hasoc_en_4962,@realDonaldTrump Extra #orange in Iowa! Look at all the #orangerouge that the #OrangeManBad is! #FuckTrump #TrumpsAnInternationalDisgrace #TrumpLoser #TrumpIsADisgrace https://t.co/093wENbjko,HOF,HATE,TIN
hasoc_en_2358,Junior doctors refuse to meet Chief Minister #MamataBanerjee at her office in Nabanno and have instead asked her to meet them at NRS Medical College and Hospital as they feel insecure and apprehensive about meeting her behind closed doors #DoctorsFightBack  https://t.co/vITYxnDNbl,NOT,NONE,NONE
hasoc_en_42,@ashwinnagar @MamataOfficial For interest of puplic she is speaking #DoctorsFightBack #doctors @MamataOfficial #MamataBanarjee,NOT,NONE,NONE
hasoc_en_5684,@realDonaldTrump @MarshaBlackburn I think you mean achomlishments. #IdiotTrump #ImpeachTrumpNow #LockHimUp,HOF,HATE,TIN
hasoc_en_105,@mayukhrghosh This is applaudable move by doctors. They save our lives. We must support them against the voilence. #Savethedoctors  #DoctorsFightBack,NOT,NONE,NONE
hasoc_en_1008,I wouldn't bother mate - guy clearly has an agenda.    Finds no issue with @BorisJohnson being a huge and open racist yet this offends him?    Logic is clearly not in abundance here,HOF,OFFN,TIN
hasoc_en_3500,"Alabama banned abortion for rape victims. It's also protecting rapists' parental rights. - The Washington Post #Shameful #Disgusting Alabama is a safe haven for rapists   Birds of the same #Rapist feather flock together, protecting each other #Horrible https://t.co/57mktFXJNX",NOT,NONE,NONE
hasoc_en_3936,Happy #JohnMcCainDay #JohnMcCainDayJune14th   #fucktrump,NOT,NONE,NONE
hasoc_en_2689,.  Why #trump does NOT Pay his bills?    Because:    #DonTheCon is a grifter  #TinyHands is a mobster    #TrumpIsATraitor  &amp;  MUST Be #ImpeachTrumpNow    #trumpNation must B sent 2 #russia  https://t.co/CwFBGB39xV    #ThursdayThoughts #princeofwhales  #StrongerTogether #BlueWave  #Resist #gop,NOT,NONE,NONE
hasoc_en1_5089,protest rally against the Lynching of #TabrezAnsari at silver dove school ground to Randhir verma chowk Dhanbad Jharkhand on 30-6-19.  @asadowaisi   @syedasimwaqar,NOT,NONE,NONE
hasoc_en_2630,"Irregularities by doctors, are they unheard of ?  Haven't we heard of unauthorized practice by docs?  Public discipline is in disarray in India, in all walks - then why #DoctorsFightBack is being so hyped out .  Dear Docs, plz leave the dharnas for Delhi govt, and go back to work.",NOT,NONE,NONE
hasoc_en1_3140,"This Hate speech of AIMIM President Barrister @asadowaisi will leave you blank, you may disagree with him but you cannot ignore his words. What he speak is clear facts this video explains Muslim leadership in todays atmosphere very well, do listen!   @shaukat_aimim @syedasimwaqar",NOT,NONE,NONE
hasoc_en_122,Meanwhile ....Dhoni's Reply To ICC ......    #DhoniKeepTheGlove #DhoniKeepsTheGlove   #DhoniKeSaathDesh  #dhonigloves #dhoni https://t.co/cEOOw8Kln3,NOT,NONE,NONE
hasoc_en_4185,#BorisJohnsonShouldNotBePM Johnson published a poem as editor of the Spectator in 2004 joking about the 'extermination' of the 'verminous' #Scottish people    #Indyref2 #Scotref   https://t.co/z19zJgPQLl,HOF,HATE,TIN
hasoc_en_3394,@AndyBitterVT Wow what are they thinking??? Liberty &amp; Middle Tenn in the same season??? #murderer'srow,NOT,NONE,NONE
hasoc_en_2930,"@Believemusic_UK do you know you have invited a rapist, his name is paresh naik,he works in your Mumbai office, check my tweets for his threats.  #ShameOnYou #rapist #meetoo",HOF,OFFN,TIN
hasoc_en_3371,@cricketworldcup #ShameOnICC   We Enjoyed Rain only,NOT,NONE,NONE
hasoc_en_1481,"I'm not a med student . But I support our future doctors,  I support their professors and I support their parents.  We should be one man one voice.  But not only med students are in danger,  all Moroccan students are in danger.   #DoctorsUnderOppression   #DoctorsFightBack",NOT,NONE,NONE
hasoc_en_3039,"@realDonaldTrump So someone doesn't accept your lies. Suck it up, Bone Spurs, the office of president isn't about you; it's about the integrity, ethics, responsibity, and humanity of the USA.  #WorstPresidentEver  #NoOneIsAboveTheLaw   #TreasonWeasel   #gopcompicit  #TrumpCrimeFamily   #TrumpIsATraitor",HOF,OFFN,TIN
hasoc_en_2907,"#GandiNaaliAbuse GanDI title suits this GanDHI dynasty of self glorifying worthless Desh Drohi Looters. What is Italian Dalal Sonia Half baked Indian Rahul, Indira is Ganga of BLOOD the blood Sucking Vamp of Emergency. Rajiv was a true Mass Murderer blood Sucker of 1984.",HOF,HATE,TIN
hasoc_en_2604,@NPASRedhill @NPAShq @NPASHawarden @NPASCarrGate ok but do you know who/what they were looking for? #ukp04 #npas #culcheth #murderer #missingperson #prisonbreak #escapedprisoner #alien #polarbearwithchlamydia #policechase #serialkiller,NOT,NONE,NONE
hasoc_en_2967,Don’t feel sorry for this woman. #racist #complicit #fucktrump https://t.co/9xkX9EOJEN,HOF,HATE,UNT
